1532,Finanziamenti a breve termine,,811,1473,1474,2,4,consuntivo-entrate-riscossioni-in-conto-residui-prestiti-finanziamenti-a-breve-termine
802,Vendite e trasferimenti di capitali,"",768,1478,1495,2,3,consuntivo-entrate-riscossioni-in-conto-residui-vendite-e-trasferimenti-di-capitali
803,Alienazione del patrimonio,,802,1479,1480,2,4,consuntivo-entrate-riscossioni-in-conto-residui-vendite-e-trasferimenti-di-capitali-alienazione-del-patrimonio
810,Riscossioni di crediti,,802,1493,1494,2,4,consuntivo-entrate-riscossioni-in-conto-residui-vendite-e-trasferimenti-di-capitali-riscossioni-di-crediti
806,Trasferimenti da altri enti pubblici,,802,1485,1486,2,4,consuntivo-entrate-riscossioni-in-conto-residui-vendite-e-trasferimenti-di-capitali-trasferimenti-da-altri-enti-pubblici
805,Trasferimenti dalla Regione,,802,1483,1484,2,4,consuntivo-entrate-riscossioni-in-conto-residui-vendite-e-trasferimenti-di-capitali-trasferimenti-dalla-regione
804,Trasferimenti dallo Stato,,802,1481,1482,2,4,consuntivo-entrate-riscossioni-in-conto-residui-vendite-e-trasferimenti-di-capitali-trasferimenti-dallo-stato
807,Trasferimenti di capitali da privati,,802,1487,1492,2,4,consuntivo-entrate-riscossioni-in-conto-residui-vendite-e-trasferimenti-di-capitali-trasferimenti-di-capitali-da-privati
808,Permessi di costruire  e sanzioni,,807,1488,1489,2,5,consuntivo-entrate-riscossioni-in-conto-residui-vendite-e-trasferimenti-di-capitali-trasferimenti-di-capitali-da-privati-permessi-di-costruire-e-sanzioni
809,Trasferimenti di capitali (altro ),,807,1490,1491,2,5,consuntivo-entrate-riscossioni-in-conto-residui-vendite-e-trasferimenti-di-capitali-trasferimenti-di-capitali-da-privati-trasferimenti-di-capitali-altro
1567,RIASSUNTIVO,,676,2,133,2,1,consuntivo-riassuntivo
1625,Debiti fuori bilancio,,1567,3,14,2,2,consuntivo-riassuntivo-debiti-fuori-bilancio
